"trait","chr","chr_wheat","variant.id","snp_id","pos","n.obs","freq","MAC","Score","Score.SE","Score.Stat","Score.pval","neg_log_pval","Est","Est.SE","PVE","break_bft"
"Virus","4","2A",4971,"S2A_759236763",759236763,1147,0.153443766346992,352,-6.59431780989751,6.31989872461041,-1.04342143715349,0.296753149293841,0.527604663397197,-0.165100974338448,0.158230383677809,0.00165828176361039,0
"Virus","4","2A",4972,"S2A_759296645",759296645,1147,0.145161290322581,333,-5.48076158488014,6.12461663285223,-0.894874228614004,0.370854324613628,0.43079665221944,-0.146111060048058,0.163275525628173,0.00121972750330252,0
"Virus","4","2A",4973,"S2A_760521963",760521963,1147,0.18613775065388,427,-4.7601240155694,6.84803328906252,-0.695108188678366,0.486987503384841,0.312482183098794,-0.101504791133036,0.146027327524411,0.000735942059874112,0
"Virus","4","2A",4974,"S2A_760521977",760521977,1147,0.0736704446381866,169,0.585465267942963,4.62224030022671,0.126662663538771,0.899207397942153,0.0461401287409415,0.0274028729169616,0.216345307696563,2.44363337111102e-05,0
"Virus","4","2A",4975,"S2A_760522014",760522014,1147,0.125544899738448,288,-4.54768509508747,6.17241928193028,-0.736775142349904,0.461259102113711,0.3360550507326,-0.11936569903908,0.162011029115843,0.0008268157570755,0
"Virus","4","2A",4976,"S2A_760964494",760964494,1147,0.0850043591979076,195,1.84412150981891,4.64120009913221,0.397337212451519,0.691118809597467,0.160447287043732,0.0856108773517028,0.215461513970702,0.000240468002507743,0
"Virus","4","2A",4977,"S2A_760967616",760967616,1147,0.191368788142982,439,-11.5089993416674,6.70127873903229,-1.71743331233664,0.0859000294166548,1.06600668744363,-0.256284416634287,0.149225250723477,0.00449260855254137,0
"Virus","4","2A",4978,"S2A_760967625",760967625,1147,0.187009590235397,429,-10.266212985821,6.66952013846756,-1.53927310701245,0.12373763647019,0.907498183756115,-0.230792182204299,0.14993582435299,0.00360886119277144,0
"Virus","4","2A",4979,"S2A_760967707",760967707,1147,0.173931996512642,399,-6.7573236182722,6.73158788679348,-1.00382312938812,0.31546387379949,0.501050367981993,-0.149121298907424,0.148553360190375,0.00153480501972993,0
"Virus","4","2A",4980,"S2A_761270653",761270653,1147,0.0693112467306016,159,0.60755055762122,4.14955200508727,0.146413530153707,0.883594946892423,0.0537467764391407,0.0352841776592285,0.240989870418305,3.26513572352764e-05,0
"Virus","4","2A",4981,"S2A_761469608",761469608,1147,0.0880557977332171,202,-0.418906146446957,4.73508599931023,-0.0884685402774058,0.929504287494693,0.0317486026311982,-0.0186836184792194,0.21118940609435,1.19211056696658e-05,0
"Virus","4","2A",4982,"S2A_761733781",761733781,1147,0.126852659110724,291,-10.466002165473,5.90915786770255,-1.77114952752856,0.0765358398297637,1.11613514791345,-0.299729600593184,0.169228851621254,0.00477803437408551,0
"Virus","4","2A",4983,"S2A_761734436",761734436,1147,0.0422842197035745,97,4.07387707906032,3.93327506711562,1.03574680375655,0.300320280896534,0.522415338516823,0.263329359397204,0.254241054321515,0.00163397729744164,0
"Virus","4","2A",4984,"S2A_761734441",761734441,1147,0.047079337401918,108,3.9065516538944,4.11135465358034,0.950186005114495,0.342017748399658,0.4659513564233,0.23111263444204,0.243228834352482,0.00137516900046929,0
"Virus","4","2A",4985,"S2A_761734442",761734442,1147,0.0422842197035745,97,4.07387707906032,3.93327506711562,1.03574680375655,0.300320280896534,0.522415338516823,0.263329359397204,0.254241054321515,0.00163397729744164,0
"Virus","4","2A",4986,"S2A_761734454",761734454,1147,0.0422842197035745,97,4.07387707906032,3.93327506711562,1.03574680375655,0.300320280896534,0.522415338516823,0.263329359397204,0.254241054321515,0.00163397729744164,0
"Virus","4","2A",4987,"S2A_761734456",761734456,1147,0.0422842197035745,97,4.07387707906032,3.93327506711562,1.03574680375655,0.300320280896534,0.522415338516823,0.263329359397204,0.254241054321515,0.00163397729744164,0
"Virus","4","2A",4988,"S2A_761734457",761734457,1147,0.0422842197035745,97,4.07387707906032,3.93327506711562,1.03574680375655,0.300320280896534,0.522415338516823,0.263329359397204,0.254241054321515,0.00163397729744164,0
"Virus","4","2A",4989,"S2A_761976197",761976197,1147,0.0658238884045336,151,0.804340455722849,4.05534726418595,0.19834071001175,0.8427785023313,0.0742865509447691,0.0489084404098656,0.246588007106399,5.9918721994494e-05,0
"Virus","4","2A",4990,"S2A_762093906",762093906,1147,0.0741063644289451,170,1.67560095531481,4.22188087116859,0.396884944517872,0.691452306912223,0.160237770087088,0.094006665898182,0.236861254619722,0.000239920890041988,0
"Virus","4","2A",4991,"S2A_762115114",762115114,1147,0.0697471665213601,160,0.0280067085698897,4.24019868911876,0.00660504627808146,0.994729973870277,0.00229479540869578,0.0015577209377078,0.235838005083632,6.64493204973589e-08,0
"Virus","4","2A",4992,"S2A_762537372",762537372,1147,0.57846556233653,967,10.7099516789152,6.8565510013553,1.56200277323077,0.118287335548372,0.927061750688065,0.227811734051423,0.145845921630618,0.00371622855269989,0
"Virus","4","2A",4993,"S2A_762578259",762578259,1147,0.567567567567568,992,13.8272737461598,6.79016445892679,2.0363680187424,0.0417134143505572,1.3797242605757,0.299899660908104,0.14727183797225,0.00631613421793069,0
"Virus","4","2A",4994,"S2A_762578265",762578265,1147,0.565823888404534,996,14.3931058242375,6.78841588779431,2.12024514439614,0.0339853770969753,1.46870790684435,0.312332829844496,0.147309772490224,0.00684716777098739,0
"Virus","4","2A",4995,"S2A_762578266",762578266,1147,0.567567567567568,992,13.8272737461598,6.79016445892679,2.0363680187424,0.0417134143505572,1.3797242605757,0.299899660908104,0.14727183797225,0.00631613421793069,0
"Virus","4","2A",4996,"S2A_762784486",762784486,1147,0.583696599825632,955,12.9277818629641,6.65455452162471,1.94269681328086,0.0520528015041929,1.28355589160839,0.291934915698392,0.150273019290832,0.00574842500894011,0
"Virus","4","2A",4997,"S2A_762784489",762784489,1147,0.585440278988666,951,12.7348666621351,6.65489741108249,1.91360826102707,0.0556702287176774,1.25437699441749,0.287548874583748,0.150265276566801,0.00557756819433833,0
"Virus","4","2A",4998,"S2A_762784531",762784531,1147,0.585440278988666,951,12.7348666621351,6.65489741108249,1.91360826102707,0.0556702287176774,1.25437699441749,0.287548874583748,0.150265276566801,0.00557756819433833,0
"Virus","4","2A",4999,"S2A_762799082",762799082,1147,0.588927637314734,943,10.520487299312,6.61582064135983,1.59020140805233,0.111789413238271,0.951599323371812,0.240363440041124,0.15115282807825,0.00385161688501603,0
"Virus","4","2A",5000,"S2A_763081612",763081612,1147,0.603312990409765,910,10.6364433488176,6.52549378440312,1.62998291014241,0.103105108966107,0.986719814436991,0.249786907166827,0.153245108039203,0.00404673640672276,0
"Virus","4","2A",5001,"S2A_763081664",763081664,1147,0.53182214472537,1074,4.09602043437471,6.58475041783256,0.622046421574617,0.533911343910912,0.272530851673324,0.0944677295421883,0.151866044503652,0.000589365088823855,0
"Virus","4","2A",5002,"S2A_763081666",763081666,1147,0.0710549258936356,163,6.41208214611538,4.24049718840531,1.51210621331097,0.130506844473903,0.884366711013066,0.356587009996254,0.235821403851953,0.00348259851468438,0
"Virus","4","2A",5003,"S2A_763082209",763082209,1147,0.0732345248474281,168,5.85402149447816,4.23313411211164,1.38290480278641,0.166694057482346,0.778079882167358,0.326685799731624,0.23623158953052,0.00291288530387353,0
"Virus","4","2A",5004,"S2A_763109642",763109642,1147,0.0767218831734961,176,6.56896172294867,4.29481818478276,1.52950868705539,0.126138387164225,0.899152726300961,0.356128856042075,0.232838727269798,0.00356322060032113,0
"Virus","4","2A",5005,"S2A_763119632",763119632,1147,0.0775937227550131,178,8.32400700650104,4.44072905771908,1.87446856097466,0.0608658713878166,1.21562615601436,0.42210829271747,0.225188248821836,0.00535174159971119,0
"Virus","4","2A",5006,"S2A_763119675",763119675,1147,0.598081952920663,922,10.5053078497311,6.62196861671802,1.58643274497089,0.11264117731051,0.94830281899044,0.239571166339529,0.151012494604002,0.00383338240729201,0
"Virus","4","2A",5007,"S2A_763128400",763128400,1147,0.53182214472537,1074,1.11809229048256,6.7734208195053,0.165070548586441,0.868888453802363,0.0610359738477024,0.0243703370844892,0.147635888371252,4.15028579374238e-05,0
"Virus","4","2A",5008,"S2A_763131049",763131049,1147,0.0723626852659111,166,6.72481276514811,4.22216748627554,1.59273946071718,0.111218651195216,0.953822376135823,0.377232657371952,0.236845175671162,0.00386392149959355,0
"Virus","4","2A",5009,"S2A_763131057",763131057,1147,0.0723626852659111,166,6.72481276514811,4.22216748627554,1.59273946071718,0.111218651195216,0.953822376135823,0.377232657371952,0.236845175671162,0.00386392149959355,0
"Virus","4","2A",5010,"S2A_763138525",763138525,1147,0.0762859633827376,175,6.10082259142872,4.32781469347548,1.40967740615747,0.158634959116691,0.799601098995566,0.3257249919417,0.231063497590962,0.00302676213817605,0
"Virus","4","2A",5011,"S2A_763138563",763138563,1147,0.0762859633827376,175,6.10082259142872,4.32781469347548,1.40967740615747,0.158634959116691,0.799601098995566,0.3257249919417,0.231063497590962,0.00302676213817605,0
"Virus","4","2A",5012,"S2A_763138567",763138567,1147,0.0762859633827376,175,6.10082259142872,4.32781469347548,1.40967740615747,0.158634959116691,0.799601098995566,0.3257249919417,0.231063497590962,0.00302676213817605,0
"Virus","4","2A",5013,"S2A_763359484",763359484,1147,0.183522231909329,421,-4.60114686235023,6.31664273497926,-0.728416511016329,0.466358659115706,0.331279955062258,-0.115317034946843,0.158311945436199,0.000808161909608232,0
"Virus","4","2A",5014,"S2A_763359501",763359501,1147,0.183522231909329,421,-4.60114686235023,6.31664273497926,-0.728416511016329,0.466358659115706,0.331279955062258,-0.115317034946843,0.158311945436199,0.000808161909608232,0
"Virus","4","2A",5015,"S2A_763676161",763676161,1147,0.393199651264167,902,-9.35560596203482,6.79235158368602,-1.37737363073273,0.168396761199586,0.773666265607595,-0.202783029376884,0.14722441671038,0.00288963070381544,0
"Virus","4","2A",5016,"S2A_763676163",763676163,1147,0.393199651264167,902,-9.35560596203482,6.79235158368602,-1.37737363073273,0.168396761199586,0.773666265607595,-0.202783029376884,0.14722441671038,0.00288963070381544,0
"Virus","4","2A",5017,"S2A_763676167",763676167,1147,0.393199651264167,902,-9.35560596203482,6.79235158368602,-1.37737363073273,0.168396761199586,0.773666265607595,-0.202783029376884,0.14722441671038,0.00288963070381544,0
"Virus","4","2A",5018,"S2A_763676177",763676177,1147,0.393199651264167,902,-9.35560596203482,6.79235158368602,-1.37737363073273,0.168396761199586,0.773666265607595,-0.202783029376884,0.14722441671038,0.00288963070381544,0
"Virus","4","2A",5019,"S2A_763681281",763681281,1147,0.563644289450741,1001,5.11739310300702,6.86046522286591,0.745925084781535,0.455712671055248,0.341308895725498,0.108728061516203,0.145762709599781,0.0008474795732797,0
"Virus","4","2A",5020,"S2A_763863595",763863595,1147,0.0745422842197036,171,4.97824251799926,4.4306651909543,1.12358806261482,0.261187822629839,0.58304707505373,0.253593538258939,0.225699744147134,0.00192288383066531,0
"Virus","4","2A",5021,"S2A_763947772",763947772,1147,0.0706190061028771,162,5.01480038391149,4.15937498225173,1.2056620057845,0.227947840441523,0.642164517911558,0.289866148382659,0.240420737314393,0.00221406295170048,0
"Virus","4","2A",5022,"S2A_763965485",763965485,1147,0.574106364428945,977,4.80222814555901,6.78985913589288,0.707264767861418,0.479401955837779,0.319300198487967,0.104164866119628,0.147278460419562,0.000761908578445447,0
"Virus","4","2A",5023,"S2A_763972037",763972037,1147,0.551874455100262,1028,4.81874612800817,6.7149465129797,0.717614968145129,0.47299472585739,0.325143701849509,0.106868307403195,0.148921513829938,0.000784371476108463,0
"Virus","4","2A",5024,"S2A_764090214",764090214,1147,0.562772449869224,1003,3.75532140623809,6.68738799753712,0.561552792752736,0.574420751630044,0.240769879079777,0.0839719174301757,0.14953521470091,0.000480308195964662,0
"Virus","4","2A",5025,"S2A_764265416",764265416,1147,0.04359197907585,100,2.51089714556009,3.81313021213814,0.658487123667395,0.510225168341168,0.292238122358736,0.172689388254109,0.262251731350991,0.00066044003021899,0
"Virus","4","2A",5026,"S2A_764620425",764620425,1147,0.0466434176111595,107,4.02158089399998,3.25600492043961,1.23512740068495,0.216783093124153,0.663974591364286,0.37933830902141,0.307124843000847,0.00232360513439584,0
"Virus","4","2A",5027,"S2A_764674394",764674394,1147,0.0710549258936356,163,5.32802461054186,4.22112236960915,1.26222936555976,0.20686626486834,0.684310327005025,0.299026954216594,0.236903816672008,0.00242669599893142,0
"Virus","4","2A",5028,"S2A_764783041",764783041,1147,0.572362685265911,981,7.92641767594936,6.74478311149942,1.17519237385637,0.239917760572116,0.619937600998578,0.174237237051069,0.148262736320619,0.00210356891093178,0
"Virus","4","2A",5029,"S2A_764783055",764783055,1147,0.572362685265911,981,7.92641767594936,6.74478311149942,1.17519237385637,0.239917760572116,0.619937600998578,0.174237237051069,0.148262736320619,0.00210356891093178,0
"Virus","4","2A",5030,"S2A_764783056",764783056,1147,0.571054925893636,984,8.05208698427735,6.76147811543731,1.19087673535368,0.233701978849182,0.631337610245164,0.176126686357937,0.147896655572525,0.00216009293642755,0
"Virus","4","2A",5031,"S2A_764971232",764971232,1147,0.0697471665213601,160,5.55003132654454,4.19692429920328,1.32240443974606,0.18603351125144,0.730408816853701,0.315088942632845,0.238269725329531,0.0026635902215487,0
"Virus","4","2A",5032,"S2A_764971261",764971261,1147,0.0697471665213601,160,5.55003132654454,4.19692429920328,1.32240443974606,0.18603351125144,0.730408816853701,0.315088942632845,0.238269725329531,0.0026635902215487,0
"Virus","4","2A",5033,"S2A_764971582",764971582,1147,0.53182214472537,1074,5.02993142247304,6.67599326650424,0.753435664429133,0.451188158122707,0.345642307361268,0.112857463204671,0.149790444669461,0.000864631717045169,0
"Virus","4","2A",5034,"S2A_764974310",764974310,1147,0.0727986050566696,167,7.30882064690378,4.12640681264684,1.77123123791462,0.0765222566522414,1.1162122310498,0.429242999620408,0.242341592916904,0.00477847524486798,0
"Virus","4","2A",5035,"S2A_764983228",764983228,1147,0.0688753269398431,158,6.47616619133357,4.17231873511801,1.55217436693518,0.120620507671146,0.91857884798981,0.372017208050447,0.239674881878773,0.00366960930849318,0
"Virus","4","2A",5036,"S2A_764983233",764983233,1147,0.0688753269398431,158,6.47616619133357,4.17231873511801,1.55217436693518,0.120620507671146,0.91857884798981,0.372017208050447,0.239674881878773,0.00366960930849318,0
"Virus","4","2A",5037,"S2A_765141482",765141482,1147,0.0627724498692241,144,6.06526339782602,3.84202548317253,1.5786629798243,0.114413380480743,0.9415231824561,0.410893417219275,0.260279377213879,0.00379592535859024,0
"Virus","4","2A",5038,"S2A_765261779",765261779,1147,0.0706190061028771,162,8.13183406348584,4.12045032543664,1.97353042051881,0.0484351622229408,1.31483924135071,0.478959886577367,0.242691919819232,0.00593234588792161,0
"Virus","4","2A",5039,"S2A_765261780",765261780,1147,0.0706190061028771,162,8.13183406348584,4.12045032543664,1.97353042051881,0.0484351622229408,1.31483924135071,0.478959886577367,0.242691919819232,0.00593234588792161,0
"Virus","4","2A",5040,"S2A_765261790",765261790,1147,0.0706190061028771,162,8.13183406348584,4.12045032543664,1.97353042051881,0.0484351622229408,1.31483924135071,0.478959886577367,0.242691919819232,0.00593234588792161,0
"Virus","4","2A",5041,"S2A_765285747",765285747,1147,0.0688753269398431,158,6.79023088395285,4.04586112253813,1.67831536434278,0.0932855501952732,1.0301856226679,0.414822781482401,0.247166170491947,0.00429028314694511,0
"Virus","4","2A",5042,"S2A_765370439",765370439,1147,0.557977332170881,1014,7.59390980098166,6.75834431733908,1.12363464251131,0.261168053404478,0.583079947912577,0.166258863081086,0.147965234241531,0.0019230432655852,0
"Virus","4","2A",5043,"S2A_765427446",765427446,1147,0.0701830863121186,161,6.51549659400469,4.20795124954312,1.54837739498815,0.12153146040201,0.915311283297084,0.367964670492859,0.237645338716454,0.00365167786759535,0
"Virus","4","2A",5044,"S2A_765427448",765427448,1147,0.0701830863121186,161,6.51549659400469,4.20795124954312,1.54837739498815,0.12153146040201,0.915311283297084,0.367964670492859,0.237645338716454,0.00365167786759535,0
"Virus","4","2A",5045,"S2A_765427471",765427471,1147,0.0701830863121186,161,6.51549659400469,4.20795124954312,1.54837739498815,0.12153146040201,0.915311283297084,0.367964670492859,0.237645338716454,0.00365167786759535,0
"Virus","4","2A",5046,"S2A_765493896",765493896,1147,0.041848299912816,96,0.950894970961453,3.03801766707745,0.31299849940511,0.754281802215677,0.122466369935719,0.103027215014919,0.329162009436895,0.00014921872521228,0
"Virus","4","2A",5047,"S2A_766263905",766263905,1147,0.0693112467306016,159,6.29009120648772,4.05791950455119,1.55007786611662,0.121122827862231,0.916773998225229,0.381988322927086,0.246431699514602,0.00365970302033554,0
"Virus","4","2A",5048,"S2A_766263911",766263911,1147,0.0693112467306016,159,6.29009120648772,4.05791950455119,1.55007786611662,0.121122827862231,0.916773998225229,0.381988322927086,0.246431699514602,0.00365970302033554,0
"Virus","4","2A",5049,"S2A_766263958",766263958,1147,0.53182214472537,1074,6.24792233647829,6.65033963486573,0.939489211005453,0.347479629005,0.459070650843773,0.141269358046015,0.150368260104687,0.00134438113229412,0
"Virus","4","2A",5050,"S2A_766295387",766295387,1147,0.0706190061028771,162,7.02853550618398,4.14329035435312,1.69636566715618,0.0898166514631228,1.04664314030199,0.409424761982685,0.241354072361682,0.00438306350347541,0
"Virus","4","2A",5051,"S2A_766295425",766295425,1147,0.0706190061028771,162,7.02853550618398,4.14329035435312,1.69636566715618,0.0898166514631228,1.04664314030199,0.409424761982685,0.241354072361682,0.00438306350347541,0
"Virus","4","2A",5052,"S2A_766315829",766315829,1147,0.571926765475153,982,7.3112569074149,6.6663699809113,1.09673734406434,0.272756226737122,0.564225326141254,0.164517923128295,0.150006675726585,0.00183207849766464,0
"Virus","4","2A",5053,"S2A_766332549",766332549,1147,0.0684394071490846,157,5.80233931897211,4.03147633124838,1.43925918006701,0.150077103607886,0.823685560489868,0.357005489257414,0.248048089045916,0.00315512689740882,0
"Virus","4","2A",5054,"S2A_766332590",766332590,1147,0.0688753269398431,158,5.73379763673274,4.03882701321067,1.41966903211699,0.155704057800783,0.807700069143344,0.351505282962941,0.247596640492173,0.00306982085763482,0
"Virus","4","2A",5055,"S2A_766332620",766332620,1147,0.0501307759372275,115,3.58153732194192,3.08788322381064,1.15986812400311,0.246102502569104,0.608883970017528,0.375619166897044,0.323846443508294,0.00204906644202256,0
"Virus","4","2A",5056,"S2A_766332632",766332632,1147,0.0501307759372275,115,3.58153732194192,3.08788322381064,1.15986812400311,0.246102502569104,0.608883970017528,0.375619166897044,0.323846443508294,0.00204906644202256,0
"Virus","4","2A",5057,"S2A_766332981",766332981,1147,0.0540540540540541,124,7.32144030790794,3.91216804037633,1.8714534325585,0.0612822586934694,1.21266523619477,0.478367343438161,0.255612742008855,0.00533453863265939,0
"Virus","4","2A",5058,"S2A_766332995",766332995,1147,0.0540540540540541,124,7.32144030790794,3.91216804037633,1.8714534325585,0.0612822586934694,1.21266523619477,0.478367343438161,0.255612742008855,0.00533453863265939,0
"Virus","4","2A",5059,"S2A_766500258",766500258,1147,0.578901482127289,966,10.4492101629472,6.63381899549229,1.57514248882092,0.115223558537581,0.938458716252609,0.237441282297759,0.150742732154662,0.00377901406009032,0
"Virus","4","2A",5060,"S2A_766868102",766868102,1147,0.597646033129904,923,12.5233039094056,6.69192085439402,1.87140645890672,0.0612887643398299,1.21261913449392,0.279651612687249,0.149433925140251,0.00533427084120817,0
"Virus","4","2A",5061,"S2A_766868112",766868112,1147,0.597646033129904,923,12.5233039094056,6.69192085439402,1.87140645890672,0.0612887643398299,1.21261913449392,0.279651612687249,0.149433925140251,0.00533427084120817,0
"Virus","4","2A",5062,"S2A_766874335",766874335,1147,0.0671316477768091,154,5.20533158153545,3.98817316985098,1.30519196630821,0.191827489074651,0.71708915786398,0.327265620303287,0.250741368895314,0.0025947026687594,0
"Virus","4","2A",5063,"S2A_766874345",766874345,1147,0.547515257192677,1038,9.44986359146989,6.62255573987477,1.42692095961862,0.153602678648666,0.813601210657429,0.21546379006326,0.150999106580401,0.00310126336609465,0
"Virus","4","2A",5064,"S2A_767276420",767276420,1147,0.0710549258936356,163,4.40390011573511,4.24610433610537,1.03716248286411,0.299660139420713,0.523371022756532,0.24426212847502,0.235509992417479,0.00163844705466209,0
"Virus","4","2A",5065,"S2A_767276423",767276423,1147,0.0710549258936356,163,4.40390011573511,4.24610433610537,1.03716248286411,0.299660139420713,0.523371022756532,0.24426212847502,0.235509992417479,0.00163844705466209,0
"Virus","4","2A",5066,"S2A_767360902",767360902,1147,0.0697471665213601,160,4.69714944263073,4.02189181314115,1.16789552301811,0.242848910243191,0.614663841033567,0.290384619298341,0.248639209223031,0.00207752759875351,0
"Virus","4","2A",5067,"S2A_769088203",769088203,1147,0.53182214472537,1074,7.27399438710068,6.88113084243997,1.05709287523465,0.290469202536036,0.536899907603058,0.153621969911535,0.145324950636371,0.0017020217516055,0
"Virus","4","2A",5068,"S2A_769604267",769604267,1147,0.459895379250218,1055,-8.78026262686896,6.85688463496506,-1.28050318684029,0.20036822466924,0.698171149795683,-0.186747080490557,0.145838825244446,0.00249746920514256,0
"Virus","4","2A",5069,"S2A_769604268",769604268,1147,0.459895379250218,1055,-8.78026262686896,6.85688463496506,-1.28050318684029,0.20036822466924,0.698171149795683,-0.186747080490557,0.145838825244446,0.00249746920514256,0
"Virus","4","2A",5070,"S2A_769604920",769604920,1147,0.534437663469921,1068,9.70548664686091,6.57661850283588,1.47575636973254,0.140009307272727,0.853843093158674,0.224394401027851,0.152053825163919,0.00331717319576836,0
"Virus","4","2A",5071,"S2A_769604925",769604925,1147,0.534437663469921,1068,9.70548664686091,6.57661850283588,1.47575636973254,0.140009307272727,0.853843093158674,0.224394401027851,0.152053825163919,0.00331717319576836,0
"Virus","4","2A",5072,"S2A_769604933",769604933,1147,0.528334786399303,1082,9.45642795612693,6.58747242809082,1.43551689352081,0.151139857856377,0.820620990562203,0.217916190039653,0.151803291917507,0.00313874063616409,0
"Virus","4","2A",5073,"S2A_771730789",771730789,1147,0.195292066259808,448,9.60552504034933,6.17714901069303,1.55500944266061,0.119943820460018,0.921022122095878,0.251735782958902,0.161886980266938,0.00368302677201841,0
"Virus","4","2A",5074,"S2A_771854868",771854868,1147,0.046207497820401,106,2.23267700252197,3.4983607280238,0.638206627646198,0.523339183466141,0.281216747534258,0.182430194386134,0.285848166539673,0.000620385208285847,0
"Virus","4","2A",5075,"S2A_771897475",771897475,1147,0.0440278988666085,101,3.23548894706218,3.3745205541106,0.958799596914867,0.337659712315915,0.471520753882359,0.284129132284266,0.296338393548047,0.00140021427255265,0
"Virus","4","2A",5076,"S2A_772089935",772089935,1147,0.045335658238884,104,3.92131929611389,3.4674242440464,1.130902658608,0.258096064193474,0.588218618129858,0.326150646419966,0.288398514175763,0.00194800140004667,0
"Virus","4","2A",5077,"S2A_774068183",774068183,1147,0.0492589363557105,113,2.5920990224764,3.62055317784366,0.715940049807583,0.474028367355373,0.324195667994122,0.197743276963545,0.27620088723447,0.000780714292056654,0
"Virus","4","2A",5078,"S2A_774068197",774068197,1147,0.0540540540540541,124,3.65443870142601,3.77239734087905,0.9687311200825,0.332679361275586,0.477974141007199,0.256794561268767,0.265083422990373,0.00142937215510478,0
"Virus","4","2A",5079,"S2A_774598846",774598846,1147,0.397558849171752,912,4.0818470248562,6.95436264995807,0.586947680227865,0.557238845794032,0.253958615999066,0.0843999241586005,0.143794629405188,0.000524732055348683,0
"Virus","4","2A",5080,"S2A_774664410",774664410,1147,0.301656495204882,692,1.24603168136635,6.80029750845467,0.183231936517069,0.854616036829191,0.0682289619271087,0.0269446941533456,0.147052389804523,5.11376960706771e-05,0
"Virus","4","2A",5081,"S2A_774759081",774759081,1147,0.166085440278989,381,7.63629131755809,5.68194736327426,1.34395671577598,0.178962384112009,0.747238243262159,0.236531004222735,0.175995998566193,0.00275111901238476,0
"Virus","4","2A",5082,"S2A_774767701",774767701,1147,0.172624237140366,396,3.39890325947714,5.78958462241743,0.587072040767224,0.557155324361076,0.25402371486353,0.101401409436882,0.172723962981381,0.000524954435900576,0
"Virus","4","2A",5083,"S2A_774767770",774767770,1147,0.116826503923278,268,4.6429048123744,5.04028366167695,0.921159427529059,0.356967197328964,0.447371690536421,0.182759441603051,0.198401531962051,0.00129243412663559,0
"Virus","4","2A",5084,"S2A_774767780",774767780,1147,0.116826503923278,268,4.6429048123744,5.04028366167695,0.921159427529059,0.356967197328964,0.447371690536421,0.182759441603051,0.198401531962051,0.00129243412663559,0
"Virus","4","2A",5085,"S2A_774767782",774767782,1147,0.116826503923278,268,4.6429048123744,5.04028366167695,0.921159427529059,0.356967197328964,0.447371690536421,0.182759441603051,0.198401531962051,0.00129243412663559,0
"Virus","4","2A",5086,"S2A_774767784",774767784,1147,0.116826503923278,268,4.6429048123744,5.04028366167695,0.921159427529059,0.356967197328964,0.447371690536421,0.182759441603051,0.198401531962051,0.00129243412663559,0
"Virus","4","2A",5087,"S2A_774767790",774767790,1147,0.116826503923278,268,4.6429048123744,5.04028366167695,0.921159427529059,0.356967197328964,0.447371690536421,0.182759441603051,0.198401531962051,0.00129243412663559,0
"Virus","4","2A",5088,"S2A_774767791",774767791,1147,0.0265911072362685,61,1.29768410136269,3.19697243361982,0.405910319312128,0.684808495527703,0.164430860571095,0.126967100198775,0.312795940773169,0.00025095681813384,0
"Virus","4","2A",5089,"S2A_774767792",774767792,1147,0.116826503923278,268,4.6429048123744,5.04028366167695,0.921159427529059,0.356967197328964,0.447371690536421,0.182759441603051,0.198401531962051,0.00129243412663559,0
"Virus","4","2A",5090,"S2A_774767793",774767793,1147,0.116826503923278,268,4.6429048123744,5.04028366167695,0.921159427529059,0.356967197328964,0.447371690536421,0.182759441603051,0.198401531962051,0.00129243412663559,0
"Virus","4","2A",5091,"S2A_774885012",774885012,1147,0.170880557977332,392,7.38038554448549,5.64727140840732,1.3068940751631,0.191248688602398,0.718401534133533,0.231420447265466,0.17707666723991,0.00260147461690625,0
"Virus","4","2A",5092,"S2A_775741289",775741289,1147,0.547515257192677,1038,-6.07580440832673,6.58521874823512,-0.922642761101153,0.356193403809563,0.448314127308578,-0.140108141638944,0.151855244029366,0.00129659986477917,0
"Virus","4","2A",5093,"S2A_775941481",775941481,1147,0.177855274629468,408,5.75542734095452,5.81933321817838,0.989018350586243,0.322654163457685,0.491262726481133,0.169953895662265,0.171840993204549,0.00148986704540096,0
"Virus","4","2A",5094,"S2A_776419644",776419644,1147,0.286399302528335,657,-3.0376225956202,6.57530314032451,-0.461974532701208,0.644099583642273,0.191046981579878,-0.0702590470495644,0.15208424291,0.000325068497767774,0
"Virus","4","2A",5095,"S2A_776888027",776888027,1147,0.518308631211857,1105,-0.373119636488273,6.17598066243977,-0.0604146380764209,0.951825400453946,0.0214427097812257,-0.00978219352982148,0.161917605422838,5.55933917110248e-06,0
"Virus","4","2A",5096,"S2A_776888028",776888028,1147,0.517872711421098,1106,-0.19884521757675,6.17715152590112,-0.0321904387067376,0.974320181035924,0.0112983018412631,-0.0052112107938038,0.161886914349915,1.57831108088944e-06,0
"Virus","4","2A",5097,"S2A_776888030",776888030,1147,0.518308631211857,1105,-0.373119636488273,6.17598066243977,-0.0604146380764209,0.951825400453946,0.0214427097812257,-0.00978219352982148,0.161917605422838,5.55933917110248e-06,0
"Virus","4","2A",5098,"S2A_776888034",776888034,1147,0.518308631211857,1105,-0.373119636488273,6.17598066243977,-0.0604146380764209,0.951825400453946,0.0214427097812257,-0.00978219352982148,0.161917605422838,5.55933917110248e-06,0
"Virus","4","2A",5099,"S2A_776888037",776888037,1147,0.518308631211857,1105,-0.373119636488273,6.17598066243977,-0.0604146380764209,0.951825400453946,0.0214427097812257,-0.00978219352982148,0.161917605422838,5.55933917110248e-06,0
